"Plot Title: Tank 2"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444034, SEN S/N: 20444034, LBL: Celcius)","Coupler Detached (LGR S/N: 20444034)","Coupler Attached (LGR S/N: 20444034)","Host Connected (LGR S/N: 20444034)","End Of File (LGR S/N: 20444034)"
50,05/10/19 10:45:00 PM,26.622
51,05/10/19 11:00:00 PM,26.671
52,05/10/19 11:15:00 PM,26.671
53,05/10/19 11:30:00 PM,26.671
54,05/10/19 11:45:00 PM,26.524
55,05/11/19 12:00:00 AM,26.426
56,05/11/19 12:15:00 AM,26.475
57,05/11/19 12:30:00 AM,26.500
58,05/11/19 12:45:00 AM,26.500
59,05/11/19 01:00:00 AM,26.475
60,05/11/19 01:15:00 AM,26.451
61,05/11/19 01:30:00 AM,26.353
62,05/11/19 01:45:00 AM,26.329
63,05/11/19 02:00:00 AM,26.329
64,05/11/19 02:15:00 AM,26.304
65,05/11/19 02:30:00 AM,26.304
66,05/11/19 02:45:00 AM,26.304
67,05/11/19 03:00:00 AM,26.329
68,05/11/19 03:15:00 AM,26.353
69,05/11/19 03:30:00 AM,26.402
70,05/11/19 03:45:00 AM,26.426
71,05/11/19 04:00:00 AM,26.426
72,05/11/19 04:15:00 AM,26.426
73,05/11/19 04:30:00 AM,26.402
74,05/11/19 04:45:00 AM,26.426
75,05/11/19 05:00:00 AM,26.426
76,05/11/19 05:15:00 AM,26.451
77,05/11/19 05:30:00 AM,26.451
78,05/11/19 05:45:00 AM,26.426
79,05/11/19 06:00:00 AM,26.426
80,05/11/19 06:15:00 AM,26.426
81,05/11/19 06:30:00 AM,26.402
82,05/11/19 06:45:00 AM,26.378
83,05/11/19 07:00:00 AM,26.402
84,05/11/19 07:15:00 AM,26.426
85,05/11/19 07:30:00 AM,26.402
86,05/11/19 07:45:00 AM,26.426
87,05/11/19 08:00:00 AM,26.500
88,05/11/19 08:15:00 AM,26.524
89,05/11/19 08:30:00 AM,26.549
90,05/11/19 08:45:00 AM,26.549
91,05/11/19 09:00:00 AM,26.549
92,05/11/19 09:15:00 AM,26.573
93,05/11/19 09:30:00 AM,26.622
94,05/11/19 09:45:00 AM,26.646
95,05/11/19 10:00:00 AM,26.622
96,05/11/19 10:15:00 AM,26.671
97,05/11/19 10:30:00 AM,26.695
98,05/11/19 10:45:00 AM,26.744
99,05/11/19 11:00:00 AM,26.744
100,05/11/19 11:15:00 AM,26.793
101,05/11/19 11:30:00 AM,26.842
102,05/11/19 11:45:00 AM,26.867
103,05/11/19 12:00:00 PM,26.867
104,05/11/19 12:15:00 PM,26.867
105,05/11/19 12:30:00 PM,26.940
106,05/11/19 12:45:00 PM,27.014
107,05/11/19 01:00:00 PM,26.989
108,05/11/19 01:15:00 PM,26.989
109,05/11/19 01:30:00 PM,27.087
110,05/11/19 01:45:00 PM,27.087
111,05/11/19 02:00:00 PM,27.112
112,05/11/19 02:15:00 PM,27.235
113,05/11/19 02:30:00 PM,27.284
114,05/11/19 02:45:00 PM,27.284
115,05/11/19 03:00:00 PM,27.284
116,05/11/19 03:15:00 PM,27.333
117,05/11/19 03:30:00 PM,27.284
118,05/11/19 03:45:00 PM,27.210
119,05/11/19 04:00:00 PM,27.210
120,05/11/19 04:15:00 PM,27.186
121,05/11/19 04:30:00 PM,27.087
122,05/11/19 04:45:00 PM,27.063
123,05/11/19 05:00:00 PM,27.063
124,05/11/19 05:15:00 PM,27.063
125,05/11/19 05:30:00 PM,27.087
126,05/11/19 05:45:00 PM,27.186
127,05/11/19 06:00:00 PM,27.259
128,05/11/19 06:15:00 PM,27.235
129,05/11/19 06:30:00 PM,27.136
130,05/11/19 06:45:00 PM,26.842
131,05/11/19 07:00:00 PM,26.769
132,05/11/19 07:15:00 PM,26.720
133,05/11/19 07:30:00 PM,26.671
134,05/11/19 07:45:00 PM,26.646
135,05/11/19 08:00:00 PM,26.646
136,05/11/19 08:15:00 PM,26.671
137,05/11/19 08:30:00 PM,26.622
138,05/11/19 08:45:00 PM,26.622
139,05/11/19 09:00:00 PM,26.744
140,05/11/19 09:15:00 PM,26.793
141,05/11/19 09:30:00 PM,26.818
142,05/11/19 09:45:00 PM,26.867
143,05/11/19 10:00:00 PM,26.989
144,05/11/19 10:15:00 PM,27.112
145,05/11/19 10:30:00 PM,27.112
146,05/11/19 10:45:00 PM,27.063
147,05/11/19 11:00:00 PM,27.038
148,05/11/19 11:15:00 PM,27.014
149,05/11/19 11:30:00 PM,27.038
150,05/11/19 11:45:00 PM,26.965
151,05/12/19 12:00:00 AM,26.940
152,05/12/19 12:15:00 AM,26.989
153,05/12/19 12:30:00 AM,27.038
154,05/12/19 12:45:00 AM,27.087
155,05/12/19 01:00:00 AM,27.014
156,05/12/19 01:15:00 AM,26.891
157,05/12/19 01:30:00 AM,26.818
158,05/12/19 01:45:00 AM,26.818
159,05/12/19 02:00:00 AM,26.793
160,05/12/19 02:15:00 AM,26.720
161,05/12/19 02:30:00 AM,26.671
162,05/12/19 02:45:00 AM,26.646
163,05/12/19 03:00:00 AM,26.646
164,05/12/19 03:15:00 AM,26.769
165,05/12/19 03:30:00 AM,26.769
166,05/12/19 03:45:00 AM,26.744
167,05/12/19 04:00:00 AM,26.769
168,05/12/19 04:15:00 AM,26.769
169,05/12/19 04:30:00 AM,26.744
170,05/12/19 04:45:00 AM,26.646
171,05/12/19 05:00:00 AM,26.671
172,05/12/19 05:15:00 AM,26.671
173,05/12/19 05:30:00 AM,26.695
174,05/12/19 05:45:00 AM,26.720
175,05/12/19 06:00:00 AM,26.671
176,05/12/19 06:15:00 AM,26.646
177,05/12/19 06:30:00 AM,26.646
178,05/12/19 06:45:00 AM,26.622
179,05/12/19 07:00:00 AM,26.598
180,05/12/19 07:15:00 AM,26.646
181,05/12/19 07:30:00 AM,26.622
182,05/12/19 07:45:00 AM,26.598
183,05/12/19 08:00:00 AM,26.622
184,05/12/19 08:15:00 AM,26.622
185,05/12/19 08:30:00 AM,26.646
186,05/12/19 08:45:00 AM,26.671
187,05/12/19 09:00:00 AM,26.695
188,05/12/19 09:15:00 AM,26.744
189,05/12/19 09:30:00 AM,26.769
190,05/12/19 09:45:00 AM,26.793
191,05/12/19 10:00:00 AM,26.818
192,05/12/19 10:15:00 AM,26.842
193,05/12/19 10:30:00 AM,26.867
194,05/12/19 10:45:00 AM,26.891
195,05/12/19 11:00:00 AM,26.940
196,05/12/19 11:15:00 AM,26.916
197,05/12/19 11:30:00 AM,26.940
198,05/12/19 11:45:00 AM,26.916
199,05/12/19 12:00:00 PM,26.965
200,05/12/19 12:15:00 PM,27.038
201,05/12/19 12:30:00 PM,27.112
202,05/12/19 12:45:00 PM,27.112
203,05/12/19 01:00:00 PM,27.038
204,05/12/19 01:15:00 PM,27.014
205,05/12/19 01:30:00 PM,27.038
206,05/12/19 01:45:00 PM,27.136
207,05/12/19 02:00:00 PM,27.210
208,05/12/19 02:15:00 PM,27.235
209,05/12/19 02:30:00 PM,27.382
210,05/12/19 02:45:00 PM,27.456
211,05/12/19 03:00:00 PM,27.431
212,05/12/19 03:15:00 PM,27.456
213,05/12/19 03:30:00 PM,27.358
214,05/12/19 03:45:00 PM,27.259
215,05/12/19 04:00:00 PM,27.161
216,05/12/19 04:15:00 PM,27.186
217,05/12/19 04:30:00 PM,27.161
218,05/12/19 04:45:00 PM,27.136
219,05/12/19 05:00:00 PM,27.161
220,05/12/19 05:15:00 PM,27.136
221,05/12/19 05:30:00 PM,27.087
222,05/12/19 05:45:00 PM,27.063
223,05/12/19 06:00:00 PM,26.989
224,05/12/19 06:15:00 PM,27.038
225,05/12/19 06:30:00 PM,27.038
226,05/12/19 06:45:00 PM,27.038
227,05/12/19 07:00:00 PM,27.112
228,05/12/19 07:15:00 PM,27.112
229,05/12/19 07:30:00 PM,26.989
230,05/12/19 07:45:00 PM,27.087
231,05/12/19 08:00:00 PM,27.087
232,05/12/19 08:15:00 PM,26.965
233,05/12/19 08:30:00 PM,26.891
234,05/12/19 08:45:00 PM,26.867
235,05/12/19 09:00:00 PM,26.818
236,05/12/19 09:15:00 PM,26.818
237,05/12/19 09:30:00 PM,26.793
238,05/12/19 09:45:00 PM,26.842
239,05/12/19 10:00:00 PM,26.891
240,05/12/19 10:15:00 PM,26.916
241,05/12/19 10:30:00 PM,26.891
242,05/12/19 10:45:00 PM,26.867
243,05/12/19 11:00:00 PM,26.842
244,05/12/19 11:15:00 PM,26.867
245,05/12/19 11:30:00 PM,26.965
246,05/12/19 11:45:00 PM,27.014
247,05/13/19 12:00:00 AM,26.916
248,05/13/19 12:15:00 AM,26.818
249,05/13/19 12:30:00 AM,26.818
250,05/13/19 12:45:00 AM,26.842
251,05/13/19 01:00:00 AM,26.867
252,05/13/19 01:15:00 AM,26.867
253,05/13/19 01:30:00 AM,26.842
254,05/13/19 01:45:00 AM,26.842
255,05/13/19 02:00:00 AM,26.842
256,05/13/19 02:15:00 AM,26.793
257,05/13/19 02:30:00 AM,26.744
258,05/13/19 02:45:00 AM,26.744
259,05/13/19 03:00:00 AM,26.867
260,05/13/19 03:15:00 AM,27.014
261,05/13/19 03:30:00 AM,26.965
262,05/13/19 03:45:00 AM,27.014
263,05/13/19 04:00:00 AM,26.989
264,05/13/19 04:15:00 AM,27.014
265,05/13/19 04:30:00 AM,27.087
266,05/13/19 04:45:00 AM,27.136
267,05/13/19 05:00:00 AM,27.112
268,05/13/19 05:15:00 AM,27.063
269,05/13/19 05:30:00 AM,27.087
270,05/13/19 05:45:00 AM,27.136
271,05/13/19 06:00:00 AM,27.136
272,05/13/19 06:15:00 AM,27.235
273,05/13/19 06:30:00 AM,27.284
274,05/13/19 06:45:00 AM,27.259
275,05/13/19 07:00:00 AM,27.235
276,05/13/19 07:15:00 AM,27.210
277,05/13/19 07:30:00 AM,27.235
278,05/13/19 07:45:00 AM,27.259
279,05/13/19 08:00:00 AM,27.259
280,05/13/19 08:15:00 AM,27.259
281,05/13/19 08:30:00 AM,27.284
282,05/13/19 08:45:00 AM,27.284
283,05/13/19 09:00:00 AM,27.284
284,05/13/19 09:15:00 AM,27.308
285,05/13/19 09:30:00 AM,27.333
286,05/13/19 09:45:00 AM,27.333
287,05/13/19 10:00:00 AM,27.382
1,05/13/19 10:15:00 AM,27.431
2,05/13/19 10:30:00 AM,27.481
3,05/13/19 10:45:00 AM,27.505
4,05/13/19 11:00:00 AM,27.579
5,05/13/19 11:15:00 AM,27.653
6,05/13/19 11:30:00 AM,27.751
7,05/13/19 11:45:00 AM,27.801
8,05/13/19 12:00:00 PM,27.825
9,05/13/19 12:15:00 PM,28.270
10,05/13/19 12:30:00 PM,28.345
11,05/13/19 12:45:00 PM,27.924
12,05/13/19 01:00:00 PM,27.825
13,05/13/19 01:15:00 PM,27.850
14,05/13/19 01:30:00 PM,27.875
15,05/13/19 01:45:00 PM,27.949
16,05/13/19 02:00:00 PM,27.998
17,05/13/19 02:15:00 PM,28.048
18,05/13/19 02:30:00 PM,28.072
19,05/13/19 02:45:00 PM,28.072
20,05/13/19 03:00:00 PM,28.072
21,05/13/19 03:15:00 PM,28.097
22,05/13/19 03:30:00 PM,28.147
23,05/13/19 03:45:00 PM,28.196
24,05/13/19 04:00:00 PM,28.221
25,05/13/19 04:15:00 PM,28.196
26,05/13/19 04:30:00 PM,28.196
27,05/13/19 04:45:00 PM,28.171
28,05/13/19 05:00:00 PM,28.221
29,05/13/19 05:15:00 PM,28.196
30,05/13/19 05:30:00 PM,28.097
31,05/13/19 05:45:00 PM,28.048
32,05/13/19 06:00:00 PM,28.345
33,05/13/19 06:15:00 PM,28.816
34,05/13/19 06:30:00 PM,28.916
35,05/13/19 06:45:00 PM,28.916
36,05/13/19 07:00:00 PM,28.916
37,05/13/19 07:15:00 PM,28.891
38,05/13/19 07:30:00 PM,28.866
39,05/13/19 07:45:00 PM,28.916
40,05/13/19 08:00:00 PM,28.916
41,05/13/19 08:15:00 PM,28.816
42,05/13/19 08:30:00 PM,28.791
43,05/13/19 08:45:00 PM,28.791
44,05/13/19 09:00:00 PM,28.791
45,05/13/19 09:15:00 PM,28.766
46,05/13/19 09:30:00 PM,28.766
47,05/13/19 09:45:00 PM,28.766
48,05/13/19 10:00:00 PM,28.742
49,05/13/19 10:15:00 PM,28.717
50,05/13/19 10:30:00 PM,28.692
51,05/13/19 10:45:00 PM,28.692
52,05/13/19 11:00:00 PM,28.692
53,05/13/19 11:15:00 PM,28.667
54,05/13/19 11:30:00 PM,28.642
55,05/13/19 11:45:00 PM,28.667
56,05/14/19 12:00:00 AM,28.692
57,05/14/19 12:15:00 AM,28.667
58,05/14/19 12:30:00 AM,28.667
59,05/14/19 12:45:00 AM,28.667
60,05/14/19 01:00:00 AM,28.617
61,05/14/19 01:15:00 AM,28.593
62,05/14/19 01:30:00 AM,28.593
63,05/14/19 01:45:00 AM,28.617
64,05/14/19 02:00:00 AM,28.692
65,05/14/19 02:15:00 AM,28.692
66,05/14/19 02:30:00 AM,28.692
67,05/14/19 02:45:00 AM,28.667
68,05/14/19 03:00:00 AM,28.667
69,05/14/19 03:15:00 AM,28.667
70,05/14/19 03:30:00 AM,28.692
71,05/14/19 03:45:00 AM,28.667
72,05/14/19 04:00:00 AM,28.642
73,05/14/19 04:15:00 AM,28.667
74,05/14/19 04:30:00 AM,28.642
75,05/14/19 04:45:00 AM,28.667
76,05/14/19 05:00:00 AM,28.642
77,05/14/19 05:15:00 AM,28.667
78,05/14/19 05:30:00 AM,28.667
79,05/14/19 05:45:00 AM,28.642
80,05/14/19 06:00:00 AM,28.593
81,05/14/19 06:15:00 AM,28.468
82,05/14/19 06:30:00 AM,28.419
83,05/14/19 06:45:00 AM,28.468
84,05/14/19 07:00:00 AM,28.419
85,05/14/19 07:15:00 AM,28.394
86,05/14/19 07:30:00 AM,28.419
87,05/14/19 07:45:00 AM,28.394
88,05/14/19 08:00:00 AM,28.419
89,05/14/19 08:15:00 AM,28.468
90,05/14/19 08:30:00 AM,28.518
91,05/14/19 08:45:00 AM,28.072
92,05/14/19 09:00:00 AM,28.097
93,05/14/19 09:15:00 AM,28.147
94,05/14/19 09:30:00 AM,27.924
95,05/14/19 09:45:00 AM,28.742
96,05/14/19 10:00:00 AM,29.090
97,05/14/19 10:15:00 AM,29.165
98,05/14/19 10:30:00 AM,29.215
99,05/14/19 10:45:00 AM,29.265
100,05/14/19 11:00:00 AM,29.290
101,05/14/19 11:15:00 AM,29.265
102,05/14/19 11:30:00 AM,29.190
103,05/14/19 11:45:00 AM,29.215
104,05/14/19 12:00:00 PM,29.240
105,05/14/19 12:15:00 PM,29.290
106,05/14/19 12:30:00 PM,29.290
107,05/14/19 12:45:00 PM,28.468
108,05/14/19 01:00:00 PM,29.165
109,05/14/19 01:15:00 PM,28.642
110,05/14/19 01:30:00 PM,28.048

